prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number
L868:T0,868,T0,2026-06-26T00:00:00.000Z,,,0
L868:T1:I3917,868,T1,2026-07-07T09:21:21.000Z,3917,1294,1
L869:T0,869,T0,2026-04-05T00:00:00.000Z,,,0
L869:T1:I3919,869,T1,2026-04-06T09:24:57.000Z,3919,2551,1
L869:T2:I3918,869,T2,2026-04-12T19:54:39.000Z,3918,1504,2
L870:T0,870,T0,2025-01-31T00:00:00.000Z,,,0
L870:T1:I3923,870,T1,2025-02-06T20:15:28.000Z,3923,2299,1
L870:T2:I3921,870,T2,2025-09-12T17:46:00.000Z,3921,2571,2
L870:T2:I3924,870,T2,2025-09-26T18:56:00.000Z,3924,558,3
L870:T2:I3925,870,T2,2026-02-02T11:15:00.000Z,3925,808,4
L870:T2:I3920,870,T2,2026-03-24T08:24:00.000Z,3920,760,5
L870:T2:I3922,870,T2,2026-04-12T07:14:00.000Z,3922,2481,6
L871:T0,871,T0,2026-05-29T00:00:00.000Z,,,0
L871:T1:I3930,871,T1,2026-05-30T12:07:52.000Z,3930,857,1
L871:T2:I3927,871,T2,2026-06-03T11:48:12.000Z,3927,2083,2
L871:T2:I3928,871,T2,2026-06-04T09:50:24.000Z,3928,494,3
L871:T2:I3929,871,T2,2026-06-04T11:34:18.000Z,3929,2600,4
L871:T2:I3926,871,T2,2026-06-09T08:32:09.000Z,3926,2909,5
L872:T0,872,T0,2026-05-31T00:00:00.000Z,,,0
L872:T1:I3931,872,T1,2026-06-04T10:05:49.000Z,3931,666,1
L872:T2:I3932,872,T2,2026-06-06T09:41:39.000Z,3932,2613,2
L872:T2:I3933,872,T2,2026-06-11T19:45:51.000Z,3933,1879,3
L873:T0,873,T0,2025-12-15T00:00:00.000Z,,,0
L873:T1:I3934,873,T1,2025-12-15T08:42:15.000Z,3934,350,1
L873:T2:I3935,873,T2,2026-05-12T11:29:00.000Z,3935,2129,2
L874:T0,874,T0,2025-10-24T00:00:00.000Z,,,0
L874:T1:I3936,874,T1,2025-10-28T11:33:54.000Z,3936,939,1
L874:T2:I3938,874,T2,2026-04-04T08:41:00.000Z,3938,1424,2
L874:T2:I3937,874,T2,2026-05-08T20:54:00.000Z,3937,2322,3
L875:T0,875,T0,2026-04-07T00:00:00.000Z,,,0
L875:T1:I3941,875,T1,2026-04-08T14:19:21.000Z,3941,2782,1
L875:T2:I3939,875,T2,2026-04-11T08:26:19.000Z,3939,1226,2
L875:T2:I3940,875,T2,2026-06-29T14:35:00.000Z,3940,294,3
L876:T0,876,T0,2025-06-30T00:00:00.000Z,,,0
L876:T1:I3943,876,T1,2025-06-30T10:07:47.000Z,3943,2236,1
L876:T2:I3944,876,T2,2025-07-08T08:47:39.000Z,3944,1235,2
L876:T2:I3946,876,T2,2025-07-08T11:30:31.000Z,3946,716,3
L876:T2:I3947,876,T2,2025-07-13T11:15:32.000Z,3947,392,4
L876:T2:I3942,876,T2,2025-12-22T20:49:00.000Z,3942,1010,5
L876:T2:I3945,876,T2,2026-05-28T19:53:00.000Z,3945,2659,6
L877:T0,877,T0,2025-08-19T00:00:00.000Z,,,0
L877:T1:I3948,877,T1,2025-08-20T08:02:55.000Z,3948,2905,1
L877:T2:I3950,877,T2,2025-08-22T12:42:31.000Z,3950,799,2
L877:T2:I3949,877,T2,2025-08-22T15:20:54.000Z,3949,2646,3
L877:T2:I3951,877,T2,2025-08-24T07:57:32.000Z,3951,2406,4
L877:T2:I3952,877,T2,2025-08-26T16:02:00.000Z,3952,861,5
L877:T2:I3953,877,T2,2025-09-01T08:07:20.000Z,3953,1654,6
L878:T0,878,T0,2025-06-15T00:00:00.000Z,,,0
L878:T1:I3957,878,T1,2025-06-20T11:01:24.000Z,3957,1401,1
L878:T2:I3959,878,T2,2025-06-23T07:50:57.000Z,3959,686,2
L878:T2:I3955,878,T2,2025-06-25T20:05:58.000Z,3955,2382,3
L878:T2:I3961,878,T2,2025-06-26T15:54:39.000Z,3961,621,4
L878:T2:I3956,878,T2,2025-06-27T20:45:18.000Z,3956,602,5
L878:T2:I3960,878,T2,2025-08-28T07:32:00.000Z,3960,2418,6
L878:T2:I3954,878,T2,2025-09-02T12:16:00.000Z,3954,2847,7
L878:T2:I3958,878,T2,2025-09-11T16:10:00.000Z,3958,2137,8
L879:T0,879,T0,2026-05-09T00:00:00.000Z,,,0
L879:T1:I3963,879,T1,2026-05-11T11:02:07.000Z,3963,1657,1
L879:T2:I3962,879,T2,2026-05-14T08:27:42.000Z,3962,320,2
L879:T2:I3964,879,T2,2026-05-14T20:03:49.000Z,3964,480,3
L880:T0,880,T0,2025-11-18T00:00:00.000Z,,,0
L880:T1:I3965,880,T1,2025-11-25T07:41:36.000Z,3965,1975,1
L880:T2:I3967,880,T2,2025-11-27T07:32:21.000Z,3967,2966,2
L880:T2:I3966,880,T2,2025-11-30T07:19:40.000Z,3966,20,3
L881:T0,881,T0,2026-01-28T00:00:00.000Z,,,0
L881:T1:I3974,881,T1,2026-01-28T16:14:24.000Z,3974,66,1
L881:T2:I3970,881,T2,2026-01-29T20:57:54.000Z,3970,147,2
L881:T2:I3969,881,T2,2026-02-04T12:25:02.000Z,3969,756,3
L881:T2:I3968,881,T2,2026-02-04T17:54:35.000Z,3968,328,4
L881:T2:I3975,881,T2,2026-02-05T14:44:37.000Z,3975,2967,5
L881:T2:I3972,881,T2,2026-03-03T11:38:00.000Z,3972,2409,6
L881:T2:I3971,881,T2,2026-05-07T18:17:00.000Z,3971,2083,7
L881:T2:I3973,881,T2,2026-05-12T16:49:00.000Z,3973,2129,8
L882:T0,882,T0,2025-01-29T00:00:00.000Z,,,0
L882:T1:I3978,882,T1,2025-08-16T13:11:00.000Z,3978,2561,1
L882:T2:I3977,882,T2,2026-02-27T12:21:00.000Z,3977,2076,2
L882:T2:I3976,882,T2,2026-04-17T13:29:00.000Z,3976,2676,3
L883:T0,883,T0,2026-05-13T00:00:00.000Z,,,0
L883:T1:I3980,883,T1,2026-05-15T17:54:48.000Z,3980,2784,1
L883:T2:I3979,883,T2,2026-05-23T12:43:37.000Z,3979,2967,2
L884:T0,884,T0,2025-12-01T00:00:00.000Z,,,0
L884:T1:I3982,884,T1,2025-12-10T15:57:02.000Z,3982,1165,1
L884:T2:I3981,884,T2,2025-12-11T17:07:44.000Z,3981,2551,2
L885:T0,885,T0,2026-04-17T00:00:00.000Z,,,0
L885:T1:I3985,885,T1,2026-04-18T07:11:52.000Z,3985,50,1
L885:T2:I3983,885,T2,2026-04-19T09:16:29.000Z,3983,2929,2
L885:T2:I3984,885,T2,2026-04-28T09:06:54.000Z,3984,2561,3
L886:T0,886,T0,2025-02-12T00:00:00.000Z,,,0
L886:T1:I3989,886,T1,2025-02-12T10:20:00.000Z,3989,2408,1
L886:T2:I3987,886,T2,2025-05-22T13:15:00.000Z,3987,2966,2
L886:T2:I3988,886,T2,2025-06-07T08:57:00.000Z,3988,269,3
L886:T2:I3986,886,T2,2025-06-20T12:45:00.000Z,3986,1195,4
L886:T2:I3991,886,T2,2025-06-22T08:37:00.000Z,3991,1352,5
L886:T2:I3990,886,T2,2025-07-14T16:52:00.000Z,3990,461,6
L887:T0,887,T0,2025-07-14T00:00:00.000Z,,,0
L887:T1:I3992,887,T1,2025-07-18T15:24:03.000Z,3992,2451,1
L887:T2:I3993,887,T2,2025-07-20T19:12:57.000Z,3993,581,2
L888:T0,888,T0,2025-11-21T00:00:00.000Z,,,0
L888:T1:I3996,888,T1,2025-11-21T17:09:02.000Z,3996,446,1
L888:T2:I3998,888,T2,2025-11-25T15:05:47.000Z,3998,71,2
L888:T2:I4000,888,T2,2025-11-27T16:38:43.000Z,4000,291,3
L888:T2:I3995,888,T2,2025-11-29T12:48:27.000Z,3995,475,4
L888:T2:I3999,888,T2,2025-11-30T11:46:58.000Z,3999,2198,5
L888:T2:I3997,888,T2,2025-12-03T10:06:14.000Z,3997,325,6
L888:T2:I3994,888,T2,2026-03-09T12:17:00.000Z,3994,1735,7
L889:T0,889,T0,2026-04-28T00:00:00.000Z,,,0
L889:T1:I4003,889,T1,2026-04-29T11:31:30.000Z,4003,70,1
L889:T2:I4001,889,T2,2026-05-08T16:43:50.000Z,4001,1672,2
L889:T2:I4004,889,T2,2026-06-10T17:37:00.000Z,4004,2792,3
L889:T2:I4002,889,T2,2026-06-29T17:40:00.000Z,4002,2385,4
L890:T0,890,T0,2026-05-16T00:00:00.000Z,,,0
L890:T1:I4005,890,T1,2026-05-19T15:09:00.000Z,4005,2164,1
L891:T0,891,T0,2025-10-24T00:00:00.000Z,,,0
L891:T1:I4010,891,T1,2025-10-28T07:15:42.000Z,4010,869,1
L891:T2:I4011,891,T2,2025-11-04T10:32:15.000Z,4011,857,2
L891:T2:I4007,891,T2,2025-11-15T18:16:00.000Z,4007,2207,3
L891:T2:I4006,891,T2,2026-02-17T09:25:00.000Z,4006,1545,4
L891:T2:I4009,891,T2,2026-04-22T09:06:00.000Z,4009,2398,5
L891:T2:I4008,891,T2,2026-06-05T10:11:00.000Z,4008,860,6
L892:T0,892,T0,2025-09-16T00:00:00.000Z,,,0
L892:T1:I4014,892,T1,2025-09-24T08:35:37.000Z,4014,619,1
L892:T2:I4012,892,T2,2025-09-29T11:58:26.000Z,4012,291,2
L892:T2:I4013,892,T2,2026-05-08T09:41:00.000Z,4013,2560,3
L893:T0,893,T0,2026-03-11T00:00:00.000Z,,,0
L893:T1:I4019,893,T1,2026-03-11T19:46:04.000Z,4019,2926,1
L893:T2:I4022,893,T2,2026-03-12T18:05:17.000Z,4022,1948,2
L893:T2:I4018,893,T2,2026-03-13T14:34:53.000Z,4018,2807,3
L893:T2:I4017,893,T2,2026-03-16T20:32:40.000Z,4017,725,4
L893:T2:I4016,893,T2,2026-03-17T08:54:11.000Z,4016,2772,5
L893:T2:I4020,893,T2,2026-03-21T08:50:03.000Z,4020,2453,6
L893:T2:I4015,893,T2,2026-03-22T07:09:19.000Z,4015,2777,7
L893:T2:I4021,893,T2,2026-06-28T13:42:00.000Z,4021,302,8
L894:T0,894,T0,2026-02-02T00:00:00.000Z,,,0
L894:T1:I4028,894,T1,2026-02-02T17:50:58.000Z,4028,1335,1
L894:T2:I4025,894,T2,2026-02-03T11:49:34.000Z,4025,599,2
L894:T2:I4030,894,T2,2026-02-06T07:03:10.000Z,4030,1455,3
L894:T2:I4026,894,T2,2026-02-06T12:35:48.000Z,4026,477,4
L894:T2:I4027,894,T2,2026-02-06T17:46:02.000Z,4027,1343,5
L894:T2:I4024,894,T2,2026-02-10T20:29:17.000Z,4024,1579,6
L894:T2:I4029,894,T2,2026-02-11T18:50:45.000Z,4029,2086,7
L894:T2:I4023,894,T2,2026-02-14T11:29:49.000Z,4023,732,8
L895:T0,895,T0,2026-01-23T00:00:00.000Z,,,0
L895:T1:I4031,895,T1,2026-03-23T11:45:00.000Z,4031,597,1
L896:T0,896,T0,2025-01-08T00:00:00.000Z,,,0
L896:T1:I4034,896,T1,2025-01-18T14:39:17.000Z,4034,2484,1
L896:T2:I4037,896,T2,2025-01-24T14:46:00.000Z,4037,534,2
L896:T2:I4036,896,T2,2025-02-04T18:44:00.000Z,4036,1202,3
L896:T2:I4032,896,T2,2025-03-02T15:42:00.000Z,4032,1633,4
L896:T2:I4035,896,T2,2026-01-21T07:09:00.000Z,4035,2096,5
L896:T2:I4033,896,T2,2026-03-10T17:01:00.000Z,4033,2929,6
L897:T0,897,T0,2026-05-20T00:00:00.000Z,,,0
L897:T1:I4038,897,T1,2026-05-20T15:07:24.000Z,4038,2383,1
L898:T0,898,T0,2025-01-20T00:00:00.000Z,,,0
L898:T1:I4045,898,T1,2025-01-21T10:56:10.000Z,4045,1683,1
L898:T2:I4041,898,T2,2025-01-24T08:42:23.000Z,4041,1426,2
L898:T2:I4042,898,T2,2025-01-24T20:16:07.000Z,4042,16,3
L898:T2:I4046,898,T2,2025-01-29T20:23:41.000Z,4046,2511,4
L898:T2:I4044,898,T2,2025-05-13T20:03:00.000Z,4044,625,5
L898:T2:I4040,898,T2,2025-05-25T16:40:00.000Z,4040,2519,6
L898:T2:I4043,898,T2,2025-09-26T18:19:00.000Z,4043,2212,7
L898:T2:I4039,898,T2,2025-10-04T08:10:00.000Z,4039,1852,8
L899:T0,899,T0,2026-01-20T00:00:00.000Z,,,0
L899:T1:I4049,899,T1,2026-01-21T08:58:26.000Z,4049,504,1
L899:T2:I4047,899,T2,2026-01-29T15:48:03.000Z,4047,2473,2
L899:T2:I4048,899,T2,2026-01-30T13:54:09.000Z,4048,573,3
L900:T0,900,T0,2025-12-28T00:00:00.000Z,,,0
L900:T1:I4050,900,T1,2026-01-02T19:12:20.000Z,4050,2614,1
L901:T0,901,T0,2026-01-29T00:00:00.000Z,,,0
L901:T1:I4052,901,T1,2026-02-05T09:43:55.000Z,4052,2536,1
L901:T2:I4053,901,T2,2026-02-09T16:12:59.000Z,4053,1637,2
L901:T2:I4051,901,T2,2026-02-11T12:07:36.000Z,4051,1426,3
L901:T2:I4054,901,T2,2026-04-15T11:28:00.000Z,4054,2757,4
L901:T2:I4055,901,T2,2026-04-29T08:21:00.000Z,4055,1712,5
L902:T0,902,T0,2026-05-22T00:00:00.000Z,,,0
L902:T1:I4058,902,T1,2026-05-25T12:40:05.000Z,4058,484,1
L902:T2:I4059,902,T2,2026-05-29T14:05:14.000Z,4059,2481,2
L902:T2:I4057,902,T2,2026-05-29T15:17:59.000Z,4057,2651,3
L902:T2:I4056,902,T2,2026-06-02T07:56:52.000Z,4056,1658,4
L902:T2:I4060,902,T2,2026-06-04T08:40:50.000Z,4060,420,5
L903:T0,903,T0,2026-06-29T00:00:00.000Z,,,0
L903:T1:I4061,903,T1,2026-07-04T14:47:33.000Z,4061,465,1
L904:T0,904,T0,2025-03-12T00:00:00.000Z,,,0
L904:T1:I4063,904,T1,2025-03-12T15:21:21.000Z,4063,2350,1
L904:T2:I4065,904,T2,2025-06-24T20:41:00.000Z,4065,2421,2
L904:T2:I4064,904,T2,2025-07-10T16:43:00.000Z,4064,2369,3
L904:T2:I4066,904,T2,2025-10-19T12:51:00.000Z,4066,1920,4
L904:T2:I4062,904,T2,2025-12-08T18:49:00.000Z,4062,2650,5
L904:T2:I4067,904,T2,2026-04-02T15:59:00.000Z,4067,1966,6
L905:T0,905,T0,2026-04-20T00:00:00.000Z,,,0
L905:T1:I4070,905,T1,2026-04-22T14:25:58.000Z,4070,192,1
L905:T2:I4071,905,T2,2026-04-22T19:33:30.000Z,4071,1510,2
L905:T2:I4068,905,T2,2026-04-28T13:16:55.000Z,4068,1330,3
L905:T2:I4069,905,T2,2026-05-01T14:56:47.000Z,4069,1892,4
L906:T0,906,T0,2025-11-07T00:00:00.000Z,,,0
L906:T1:I4073,906,T1,2025-11-14T20:31:00.000Z,4073,2087,1
L906:T2:I4074,906,T2,2026-01-14T08:52:00.000Z,4074,1466,2
L906:T2:I4072,906,T2,2026-02-15T19:34:00.000Z,4072,1391,3
L907:T0,907,T0,2025-12-01T00:00:00.000Z,,,0
L907:T1:I4077,907,T1,2025-12-02T17:30:04.000Z,4077,750,1
L907:T2:I4076,907,T2,2025-12-09T14:17:53.000Z,4076,2816,2
L907:T2:I4075,907,T2,2026-01-19T10:25:00.000Z,4075,499,3
L907:T2:I4078,907,T2,2026-05-07T17:59:00.000Z,4078,2083,4
L908:T0,908,T0,2026-06-24T00:00:00.000Z,,,0
L908:T1:I4081,908,T1,2026-06-27T16:01:13.000Z,4081,19,1
L908:T2:I4079,908,T2,2026-07-03T17:52:52.000Z,4079,314,2
L908:T2:I4080,908,T2,2026-07-03T19:48:03.000Z,4080,2518,3
L908:T2:I4082,908,T2,2026-07-06T18:00:27.000Z,4082,702,4
L909:T0,909,T0,2026-02-13T00:00:00.000Z,,,0
L909:T1:I4085,909,T1,2026-02-15T19:38:35.000Z,4085,1121,1
L909:T2:I4084,909,T2,2026-02-22T09:30:33.000Z,4084,1974,2
L909:T2:I4083,909,T2,2026-02-23T10:55:43.000Z,4083,1728,3
L909:T2:I4086,909,T2,2026-03-17T12:36:00.000Z,4086,2378,4
L909:T2:I4087,909,T2,2026-06-09T12:22:00.000Z,4087,604,5
L910:T0,910,T0,2026-05-22T00:00:00.000Z,,,0
L910:T1:I4088,910,T1,2026-05-25T20:46:19.000Z,4088,1452,1
L910:T2:I4090,910,T2,2026-05-29T15:33:01.000Z,4090,628,2
L910:T2:I4091,910,T2,2026-06-04T12:59:54.000Z,4091,1545,3
L910:T2:I4089,910,T2,2026-06-08T13:00:00.000Z,4089,167,4
L911:T0,911,T0,2025-05-20T00:00:00.000Z,,,0
L911:T1:I4098,911,T1,2025-05-21T15:07:46.000Z,4098,2153,1
L911:T2:I4094,911,T2,2025-05-25T13:03:13.000Z,4094,1676,2
L911:T2:I4097,911,T2,2025-05-29T12:07:33.000Z,4097,2961,3
L911:T2:I4093,911,T2,2025-12-11T11:25:00.000Z,4093,695,4
L911:T2:I4095,911,T2,2026-01-27T14:17:00.000Z,4095,207,5
L911:T2:I4096,911,T2,2026-03-27T14:51:00.000Z,4096,1821,6
L911:T2:I4092,911,T2,2026-06-02T07:23:00.000Z,4092,2865,7
L912:T0,912,T0,2026-04-04T00:00:00.000Z,,,0
L912:T1:I4100,912,T1,2026-04-05T11:28:44.000Z,4100,2349,1
L912:T2:I4099,912,T2,2026-04-09T16:37:10.000Z,4099,2421,2
L912:T2:I4103,912,T2,2026-04-16T08:39:32.000Z,4103,1009,3
L912:T2:I4102,912,T2,2026-04-16T14:26:29.000Z,4102,2715,4
L912:T2:I4101,912,T2,2026-04-17T17:13:16.000Z,4101,1620,5
L913:T0,913,T0,2025-10-27T00:00:00.000Z,,,0
L913:T1:I4104,913,T1,2025-11-10T14:58:00.000Z,4104,1934,1
L914:T0,914,T0,2025-04-23T00:00:00.000Z,,,0
L914:T1:I4107,914,T1,2025-05-06T19:40:45.000Z,4107,1915,1
L914:T2:I4106,914,T2,2026-03-18T18:42:00.000Z,4106,1275,2
L914:T2:I4105,914,T2,2026-04-21T12:42:00.000Z,4105,458,3
L915:T0,915,T0,2026-06-20T00:00:00.000Z,,,0
L915:T1:I4111,915,T1,2026-06-21T16:08:39.000Z,4111,2366,1
L915:T2:I4108,915,T2,2026-06-23T14:33:14.000Z,4108,2148,2
L915:T2:I4109,915,T2,2026-06-24T07:05:29.000Z,4109,2310,3
L915:T2:I4114,915,T2,2026-07-01T08:13:44.000Z,4114,2897,4
L915:T2:I4110,915,T2,2026-07-02T07:48:08.000Z,4110,536,5
L915:T2:I4113,915,T2,2026-07-03T08:25:10.000Z,4113,1198,6
L915:T2:I4112,915,T2,2026-07-03T10:52:21.000Z,4112,2343,7
L916:T0,916,T0,2025-06-24T00:00:00.000Z,,,0
L916:T1:I4116,916,T1,2025-06-27T11:29:20.000Z,4116,1980,1
L916:T2:I4115,916,T2,2025-07-05T10:26:35.000Z,4115,2264,2
L917:T0,917,T0,2025-04-04T00:00:00.000Z,,,0
L917:T1:I4118,917,T1,2025-04-05T07:55:28.000Z,4118,534,1
L917:T2:I4117,917,T2,2025-04-12T16:10:18.000Z,4117,2406,2
L918:T0,918,T0,2025-11-19T00:00:00.000Z,,,0
L918:T1:I4119,918,T1,2025-11-19T10:01:37.000Z,4119,1292,1
L918:T2:I4121,918,T2,2025-11-19T17:45:28.000Z,4121,2511,2
L918:T2:I4122,918,T2,2025-11-23T17:27:22.000Z,4122,1295,3
L918:T2:I4120,918,T2,2025-11-26T09:31:59.000Z,4120,2779,4
L918:T2:I4124,918,T2,2025-12-02T11:45:59.000Z,4124,2911,5
L918:T2:I4125,918,T2,2026-04-16T14:28:00.000Z,4125,2265,6
L918:T2:I4123,918,T2,2026-05-18T12:21:00.000Z,4123,1604,7
L919:T0,919,T0,2026-05-05T00:00:00.000Z,,,0
L919:T1:I4133,919,T1,2026-05-05T14:00:03.000Z,4133,1855,1
L919:T2:I4129,919,T2,2026-05-13T09:03:17.000Z,4129,1056,2
L919:T2:I4128,919,T2,2026-05-13T17:43:27.000Z,4128,96,3
L919:T2:I4132,919,T2,2026-05-14T16:15:31.000Z,4132,2364,4
L919:T2:I4126,919,T2,2026-05-18T09:57:22.000Z,4126,2487,5
L919:T2:I4127,919,T2,2026-05-18T10:28:17.000Z,4127,2345,6
L919:T2:I4130,919,T2,2026-05-21T11:40:00.000Z,4130,1929,7
L919:T2:I4131,919,T2,2026-06-12T14:12:00.000Z,4131,2110,8
L920:T0,920,T0,2025-09-22T00:00:00.000Z,,,0
L920:T1:I4135,920,T1,2025-09-25T20:15:51.000Z,4135,1600,1
L920:T2:I4134,920,T2,2025-10-02T09:19:12.000Z,4134,308,2
L920:T2:I4138,920,T2,2025-10-04T07:22:37.000Z,4138,729,3
L920:T2:I4136,920,T2,2025-11-27T16:15:00.000Z,4136,471,4
L920:T2:I4137,920,T2,2026-01-19T13:22:00.000Z,4137,305,5
L920:T2:I4139,920,T2,2026-06-07T09:25:00.000Z,4139,2504,6
L921:T0,921,T0,2026-02-10T00:00:00.000Z,,,0
L921:T1:I4143,921,T1,2026-02-12T20:08:45.000Z,4143,226,1
L921:T2:I4141,921,T2,2026-02-14T08:59:06.000Z,4141,880,2
L921:T2:I4140,921,T2,2026-02-23T14:46:28.000Z,4140,2292,3
L921:T2:I4142,921,T2,2026-02-23T16:13:56.000Z,4142,1337,4
L921:T2:I4144,921,T2,2026-05-04T16:37:00.000Z,4144,1946,5
L922:T0,922,T0,2026-06-06T00:00:00.000Z,,,0
L922:T1:I4147,922,T1,2026-06-08T07:26:47.000Z,4147,1701,1
L922:T2:I4145,922,T2,2026-06-09T11:35:36.000Z,4145,1905,2
L922:T2:I4148,922,T2,2026-06-11T17:04:25.000Z,4148,2797,3
L922:T2:I4146,922,T2,2026-06-12T16:40:22.000Z,4146,1902,4
L922:T2:I4149,922,T2,2026-06-15T17:50:13.000Z,4149,492,5
L922:T2:I4150,922,T2,2026-06-16T08:07:24.000Z,4150,2788,6
L923:T0,923,T0,2025-06-07T00:00:00.000Z,,,0
L923:T1:I4151,923,T1,2025-07-03T14:19:00.000Z,4151,131,1
L924:T0,924,T0,2025-01-20T00:00:00.000Z,,,0
L924:T1:I4152,924,T1,2025-02-01T20:07:52.000Z,4152,1572,1
L924:T2:I4157,924,T2,2025-03-05T09:53:00.000Z,4157,1702,2
L924:T2:I4156,924,T2,2025-03-17T16:36:00.000Z,4156,2518,3
L924:T2:I4153,924,T2,2025-06-03T10:25:00.000Z,4153,327,4
L924:T2:I4155,924,T2,2026-01-07T07:09:00.000Z,4155,140,5
L924:T2:I4158,924,T2,2026-01-16T07:17:00.000Z,4158,1981,6
L924:T2:I4154,924,T2,2026-01-18T09:22:00.000Z,4154,618,7
L925:T0,925,T0,2026-06-01T00:00:00.000Z,,,0
L925:T1:I4160,925,T1,2026-06-05T08:36:45.000Z,4160,1829,1
L925:T2:I4159,925,T2,2026-06-10T17:10:52.000Z,4159,1678,2
L926:T0,926,T0,2026-01-08T00:00:00.000Z,,,0
L926:T1:I4166,926,T1,2026-01-13T13:16:34.000Z,4166,1028,1
L926:T2:I4164,926,T2,2026-01-14T12:44:11.000Z,4164,2685,2
L926:T2:I4162,926,T2,2026-01-14T17:38:28.000Z,4162,1241,3
L926:T2:I4163,926,T2,2026-01-15T11:46:05.000Z,4163,1827,4
L926:T2:I4161,926,T2,2026-01-15T18:40:12.000Z,4161,125,5
L926:T2:I4167,926,T2,2026-02-28T18:32:00.000Z,4167,2006,6
L926:T2:I4168,926,T2,2026-04-06T10:43:00.000Z,4168,2206,7
L926:T2:I4165,926,T2,2026-05-08T11:42:00.000Z,4165,2322,8
L927:T0,927,T0,2025-08-21T00:00:00.000Z,,,0
L927:T1:I4169,927,T1,2025-08-21T11:22:12.000Z,4169,1220,1
L927:T2:I4172,927,T2,2025-08-26T19:10:56.000Z,4172,1061,2
L927:T2:I4174,927,T2,2025-08-27T08:06:12.000Z,4174,2325,3
L927:T2:I4171,927,T2,2025-08-31T12:32:37.000Z,4171,133,4
L927:T2:I4173,927,T2,2025-10-27T19:36:00.000Z,4173,477,5
L927:T2:I4170,927,T2,2026-05-22T07:33:00.000Z,4170,1841,6
L927:T2:I4175,927,T2,2026-06-07T17:33:00.000Z,4175,1917,7
L928:T0,928,T0,2026-03-31T00:00:00.000Z,,,0
L928:T1:I4181,928,T1,2026-04-05T13:37:46.000Z,4181,599,1
L928:T2:I4182,928,T2,2026-04-06T17:13:18.000Z,4182,2330,2
L928:T2:I4176,928,T2,2026-04-08T11:43:22.000Z,4176,1406,3
L928:T2:I4177,928,T2,2026-04-09T08:13:55.000Z,4177,2804,4
L928:T2:I4178,928,T2,2026-04-09T14:47:19.000Z,4178,1620,5
L928:T2:I4179,928,T2,2026-04-12T10:55:34.000Z,4179,82,6
L928:T2:I4180,928,T2,2026-04-20T09:39:00.000Z,4180,162,7
L929:T0,929,T0,2025-09-15T00:00:00.000Z,,,0
L929:T1:I4183,929,T1,2025-09-22T20:46:45.000Z,4183,1586,1
L930:T0,930,T0,2026-05-13T00:00:00.000Z,,,0
L930:T1:I4185,930,T1,2026-05-14T16:11:12.000Z,4185,1396,1
L930:T2:I4184,930,T2,2026-05-16T19:57:43.000Z,4184,865,2
L930:T2:I4187,930,T2,2026-05-22T18:51:50.000Z,4187,2228,3
L930:T2:I4188,930,T2,2026-05-25T10:10:27.000Z,4188,2577,4
L930:T2:I4186,930,T2,2026-06-22T18:22:00.000Z,4186,1758,5
L931:T0,931,T0,2025-09-21T00:00:00.000Z,,,0
L931:T1:I4190,931,T1,2025-09-21T12:13:24.000Z,4190,372,1
L931:T2:I4191,931,T2,2025-09-23T14:28:29.000Z,4191,599,2
L931:T2:I4192,931,T2,2025-10-01T18:44:24.000Z,4192,1447,3
L931:T2:I4189,931,T2,2025-10-21T16:08:00.000Z,4189,878,4
L932:T0,932,T0,2025-06-01T00:00:00.000Z,,,0
L932:T1:I4199,932,T1,2025-06-02T14:47:02.000Z,4199,2569,1
L932:T2:I4196,932,T2,2025-06-17T15:35:00.000Z,4196,977,2
L932:T2:I4195,932,T2,2025-06-19T17:30:00.000Z,4195,2460,3
L932:T2:I4194,932,T2,2025-09-02T16:30:00.000Z,4194,2832,4
L932:T2:I4198,932,T2,2026-02-18T07:52:00.000Z,4198,572,5
L932:T2:I4197,932,T2,2026-03-27T17:13:00.000Z,4197,2786,6
L932:T2:I4193,932,T2,2026-06-07T14:16:00.000Z,4193,161,7
L933:T0,933,T0,2025-04-17T00:00:00.000Z,,,0
L933:T1:I4204,933,T1,2025-04-20T20:41:55.000Z,4204,1769,1
L933:T2:I4203,933,T2,2025-04-26T12:46:03.000Z,4203,871,2
L933:T2:I4201,933,T2,2025-06-30T07:05:00.000Z,4201,2301,3
L933:T2:I4200,933,T2,2025-08-10T14:19:00.000Z,4200,1741,4
L933:T2:I4202,933,T2,2026-01-02T19:36:00.000Z,4202,359,5
L934:T0,934,T0,2025-05-16T00:00:00.000Z,,,0
L934:T1:I4207,934,T1,2025-05-22T07:45:35.000Z,4207,69,1
L934:T2:I4208,934,T2,2025-05-23T20:40:20.000Z,4208,1732,2
L934:T2:I4212,934,T2,2025-05-27T08:45:37.000Z,4212,165,3
L934:T2:I4206,934,T2,2025-06-19T09:33:00.000Z,4206,2062,4
L934:T2:I4211,934,T2,2026-05-13T20:56:00.000Z,4211,837,5
L934:T2:I4210,934,T2,2026-06-10T18:37:00.000Z,4210,2792,6
L934:T2:I4205,934,T2,2026-06-13T07:50:00.000Z,4205,2106,7
L934:T2:I4209,934,T2,2026-06-27T19:13:00.000Z,4209,2478,8
L935:T0,935,T0,2025-12-15T00:00:00.000Z,,,0
