lead_id,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,prior_searches,prior_inquiries,has_converted_before,lead_score_internal,created_at
469,broker,medium,manufacturing,Industrial,both,392.5,,55697.46,8795197.52,12562802.33,Jalisco,Guadalajara,americana-chapultepec,organic,38,0,false,0.4138,2025-07-20T00:00:00.000000
470,tenant_direct,small,retail,Industrial,rent,891.1,117026.46,153676.77,,,CDMX,Cuauhtémoc,roma-condesa,social,0,0,false,0.7057,2025-08-26T00:00:00.000000
471,tenant_direct,large,retail,Industrial,sale,198.9,,,4406151.33,5744786.71,Estado de México,Toluca,metepec-toluca,email,6,0,false,1.0,2025-12-03T00:00:00.000000
472,tenant_direct,small,manufacturing,Office,both,1086.0,316906.84,413923.75,57043230.95,68547913.24,San Luis Potosí,San Luis Potosí,lomas-carranza,referral,4,3,false,0.2723,2025-05-18T00:00:00.000000
473,broker,enterprise,financial,Retail,rent,352.1,88751.6,113608.36,,,Querétaro,Querétaro,centro-queretaro,organic,29,5,false,0.7216,2025-09-24T00:00:00.000000
474,broker,small,healthcare,Land,both,433.4,16575.83,23357.33,2983649.89,3940845.75,Estado de México,Toluca,metepec-toluca,organic,1,4,false,0.0181,2025-01-25T00:00:00.000000
475,broker,large,retail,Office,both,184.6,47226.45,56233.37,8500761.78,10162701.75,Yucatán,Mérida,paseo-montejo,email,57,0,true,0.9797,2025-11-19T00:00:00.000000
476,broker,small,technology,Office,sale,579.7,,,29016700.06,199312140.31,Guanajuato,León,centro-leon,organic,18,0,false,0.4364,2025-08-17T00:00:00.000000
477,tenant_direct,,manufacturing,Office,both,198.7,51901.2,61622.72,9342216.12,11133532.95,Jalisco,Guadalajara,americana-chapultepec,referral,0,1,false,0.3879,2025-01-13T00:00:00.000000
478,tenant_direct,medium,retail,Retail,sale,507.7,,,22957771.13,28331745.08,CDMX,Benito Juárez,del-valle-narvarte,organic,1,2,false,0.3691,2026-05-09T00:00:00.000000
479,tenant_direct,medium,technology,Industrial,rent,474.0,59934.11,87056.29,,,Yucatán,Mérida,paseo-montejo,organic,5,1,false,1.0,2025-10-19T00:00:00.000000
480,tenant_direct,enterprise,,Office,sale,310.5,,,13725770.19,18928911.38,Puebla,Puebla,angelopolis-lomas,paid,0,0,false,0.2947,2025-04-09T00:00:00.000000
481,tenant_direct,small,other,Industrial,rent,91.3,12206.23,14127.84,,,Estado de México,Toluca,metepec-toluca,referral,0,0,false,0.9362,2025-12-27T00:00:00.000000
482,broker,,technology,Industrial,rent,1784.6,236900.56,329134.57,,,Estado de México,Toluca,metepec-toluca,organic,0,3,false,0.9594,2026-03-28T00:00:00.000000
483,tenant_direct,medium,financial,Retail,rent,186.0,40534.53,242271.34,,,Jalisco,Zapopan,andares-puerta-hierro,organic,6,0,false,0.7954,2025-11-24T00:00:00.000000
484,broker,medium,logistics,Industrial,rent,473.0,56444.91,76125.11,,,Puebla,Puebla,angelopolis-lomas,organic,43,0,false,0.2036,2025-08-06T00:00:00.000000
485,broker,enterprise,retail,Industrial,both,233.7,26001.76,33899.92,4680316.07,6863025.88,Jalisco,Zapopan,andares-puerta-hierro,organic,0,0,false,0.6392,2025-01-24T00:00:00.000000
486,tenant_direct,enterprise,,Retail,both,816.0,218543.6,251680.14,39337848.78,51738333.93,Jalisco,Guadalajara,americana-chapultepec,organic,6,2,false,0.429,2026-02-23T00:00:00.000000
487,tenant_direct,enterprise,technology,Industrial,both,299.0,36468.89,50611.2,6564399.48,8399366.73,Jalisco,Guadalajara,americana-chapultepec,paid,1,5,false,0.5868,2025-02-27T00:00:00.000000
488,broker,small,technology,Retail,rent,230.1,57978.54,67540.99,,,Chihuahua,Chihuahua,centro-chihuahua,organic,2,0,false,0.0912,2025-09-23T00:00:00.000000
489,tenant_direct,medium,other,Office,sale,593.4,,,33480186.83,47328605.22,Nuevo León,San Pedro Garza García,vasconcelos-calzada,referral,1,4,false,1.0,2026-01-11T00:00:00.000000
490,tenant_direct,large,logistics,Land,sale,159.6,,,,1645933.72,Jalisco,Zapopan,andares-puerta-hierro,paid,1,0,false,0.2052,2025-04-07T00:00:00.000000
491,tenant_direct,medium,retail,Retail,rent,291.9,76562.82,94375.89,,,Nuevo León,Monterrey,macroplaza,paid,43,49,false,0.9182,2025-03-21T00:00:00.000000
492,tenant_direct,large,manufacturing,Industrial,sale,634.4,,,12815025.33,15466546.33,Puebla,Puebla,angelopolis-lomas,paid,10,16,false,0.1283,2026-01-02T00:00:00.000000
493,tenant_direct,small,other,Land,rent,1126.7,42020.91,53891.23,,,Sonora,Hermosillo,centenario-colosio,event,3,0,false,0.7646,2025-06-19T00:00:00.000000
494,broker,medium,retail,Office,both,198.4,54738.95,71017.42,9853011.36,13097746.89,Chihuahua,Chihuahua,centro-chihuahua,organic,10,0,false,0.902,2025-04-29T00:00:00.000000
495,investor,enterprise,other,Office,rent,253.9,77886.14,113595.12,,,Querétaro,Querétaro,juriquilla-juncos,organic,2,0,false,0.3096,2025-09-01T00:00:00.000000
496,tenant_direct,medium,,Retail,both,500.2,106208.3,140553.82,,28094663.95,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,5,4,false,0.6213,2026-05-01T00:00:00.000000
497,tenant_direct,enterprise,retail,Retail,both,95.8,22657.72,32185.79,4078389.72,5231217.84,Jalisco,Zapopan,andares-puerta-hierro,organic,8,0,false,0.3891,2025-08-29T00:00:00.000000
498,tenant_direct,medium,logistics,Office,sale,6197.5,,,55283389.74,75553269.91,Yucatán,Mérida,paseo-montejo,event,0,0,false,0.1993,2025-03-21T00:00:00.000000
499,tenant_direct,small,logistics,Office,rent,193.3,49760.8,68574.01,,,Puebla,Puebla,angelopolis-lomas,paid,2,50,false,0.7087,2025-01-31T00:00:00.000000
500,tenant_direct,medium,financial,Industrial,rent,287.0,35440.9,41026.81,,,Jalisco,Zapopan,andares-puerta-hierro,social,1,0,false,0.6586,2025-10-25T00:00:00.000000
501,tenant_direct,small,retail,Retail,both,6811.0,100470.91,115310.76,18084763.36,27065359.48,Querétaro,Querétaro,centro-queretaro,event,1,5,false,0.7022,2025-09-04T00:00:00.000000
502,investor,medium,technology,Land,rent,404.8,14208.62,18097.38,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,social,0,12,false,0.7643,2025-05-01T00:00:00.000000
503,investor,small,technology,Office,rent,198.2,52995.5,59634.53,,,Puebla,Puebla,angelopolis-lomas,referral,8,5,false,0.8476,2025-08-19T00:00:00.000000
504,tenant_direct,large,logistics,Land,both,1310.3,56418.57,68846.83,10155343.05,14467741.07,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,email,2,0,false,0.4591,2025-12-24T00:00:00.000000
505,tenant_direct,enterprise,financial,Industrial,sale,63.8,,,1220422.87,1830581.33,Jalisco,Zapopan,andares-puerta-hierro,referral,32,1,false,1.0,2025-06-03T00:00:00.000000
506,investor,medium,financial,Retail,sale,177.3,,,7402371.95,8254883.27,CDMX,Cuauhtémoc,roma-condesa,organic,2,0,false,0.9512,2025-02-09T00:00:00.000000
507,broker,small,manufacturing,Land,rent,249.5,10549.67,13288.92,,,Estado de México,Toluca,metepec-toluca,paid,0,10,false,0.4498,2025-10-10T00:00:00.000000
508,investor,medium,technology,Retail,rent,200.2,46474.72,55752.56,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,email,5,2,false,1.0,2025-07-04T00:00:00.000000
509,tenant_direct,large,technology,Industrial,both,920.6,109887.01,125356.8,19779662.33,25910669.27,Yucatán,Mérida,paseo-montejo,social,2,0,false,0.9987,2026-02-03T00:00:00.000000
510,broker,medium,financial,Office,rent,121.6,34055.5,47409.31,,,Puebla,Puebla,angelopolis-lomas,referral,3,15,false,0.8484,2026-06-02T00:00:00.000000
511,broker,small,manufacturing,Industrial,rent,1167.6,154400.74,1027432.8,,,Querétaro,Querétaro,,email,3,107,false,0.8462,2026-06-26T00:00:00.000000
512,investor,medium,financial,Retail,rent,321.1,84296.07,113656.72,,,Jalisco,Guadalajara,americana-chapultepec,referral,3,9,false,0.1731,2026-06-22T00:00:00.000000
513,broker,medium,technology,Land,sale,149.9,,,961611.77,1097391.14,Sonora,Hermosillo,centenario-colosio,paid,2,12,true,0.3685,2026-06-15T00:00:00.000000
514,broker,medium,retail,Office,rent,89.1,26142.56,30497.5,,,Sonora,Hermosillo,,referral,6,64,true,0.2425,2025-01-19T00:00:00.000000
515,broker,small,,Industrial,both,335.6,40705.28,57281.91,7326950.36,10658433.27,Guanajuato,León,centro-leon,organic,34,8,false,0.1933,2026-01-11T00:00:00.000000
516,broker,enterprise,technology,Office,rent,238.3,64297.34,81236.03,,,Puebla,Puebla,angelopolis-lomas,referral,3,0,false,0.8329,2025-07-25T00:00:00.000000
517,broker,small,technology,Retail,rent,461.1,110455.94,143130.14,,,Yucatán,Mérida,paseo-montejo,email,3,3,false,0.2304,2025-05-09T00:00:00.000000
518,tenant_direct,small,logistics,Retail,both,284.4,74734.75,102066.24,13452254.59,18474130.23,Yucatán,Mérida,paseo-montejo,event,0,0,false,0.4693,2026-06-17T00:00:00.000000
519,broker,small,manufacturing,Industrial,both,764.7,98031.83,138559.85,17645729.82,20949859.71,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,1,2,false,0.4879,2026-03-30T00:00:00.000000
520,investor,medium,other,Retail,sale,353.2,,,15517981.96,18496065.04,Querétaro,Querétaro,,organic,0,6,false,0.0449,2026-06-20T00:00:00.000000
521,investor,medium,other,Industrial,both,289.8,31952.96,40109.67,5751533.7,8249345.45,Estado de México,Toluca,metepec-toluca,organic,8,11,false,0.7942,2025-07-02T00:00:00.000000
522,tenant_direct,small,financial,Retail,rent,774.2,191313.09,268984.69,,,Baja California,Tijuana,zona-rio-aguacaliente,social,2,13,false,0.8696,2025-01-03T00:00:00.000000
523,broker,,technology,Office,rent,458.4,128288.6,168568.66,,,Puebla,Puebla,angelopolis-lomas,paid,0,0,false,0.1022,2025-04-15T00:00:00.000000
524,tenant_direct,large,manufacturing,Industrial,rent,673.2,79715.38,98582.1,,,Chihuahua,Chihuahua,centro-chihuahua,paid,2,2,false,0.578,2025-05-15T00:00:00.000000
525,broker,medium,healthcare,Retail,rent,875.8,233521.07,983961.66,,,Estado de México,Toluca,metepec-toluca,organic,3,4,false,0.6945,2025-06-27T00:00:00.000000
526,tenant_direct,enterprise,retail,Retail,sale,317.5,,,15407366.11,19655400.25,Querétaro,Querétaro,juriquilla-juncos,organic,6,5,false,0.7058,2026-04-02T00:00:00.000000
527,developer,medium,other,Office,both,401.1,124974.66,158722.93,22495438.22,27168363.69,Yucatán,Mérida,paseo-montejo,email,0,2,false,0.4037,2025-01-31T00:00:00.000000
528,developer,small,logistics,Retail,rent,706.8,179762.0,232510.79,,,Sonora,Hermosillo,centenario-colosio,paid,0,0,false,0.1813,2025-06-09T00:00:00.000000
529,investor,enterprise,technology,Office,rent,69.7,19986.37,23817.35,,,Sonora,Hermosillo,centenario-colosio,organic,1,0,false,0.0057,2025-08-04T00:00:00.000000
530,broker,large,manufacturing,Office,both,363.5,97176.05,137975.42,17491689.24,23624550.0,Estado de México,Toluca,metepec-toluca,organic,0,0,false,0.7501,2025-02-28T00:00:00.000000
531,tenant_direct,medium,logistics,Land,sale,333.3,,,2668194.6,3241169.83,Chihuahua,Chihuahua,centro-chihuahua,organic,5,3,false,0.5271,2026-03-13T00:00:00.000000
532,tenant_direct,large,technology,Land,rent,507.9,20091.88,23613.48,,,Chihuahua,Chihuahua,centro-chihuahua,organic,0,2,false,0.6182,2025-06-05T00:00:00.000000
533,tenant_direct,medium,,Industrial,rent,222.2,24680.6,29004.59,,,Chihuahua,Chihuahua,centro-chihuahua,organic,1,88,false,0.6038,2025-01-06T00:00:00.000000
534,tenant_direct,medium,financial,Land,rent,843.7,30462.05,44046.28,,,Guanajuato,León,centro-leon,paid,0,1,false,0.6346,2025-05-12T00:00:00.000000
535,broker,large,technology,Retail,rent,232.4,60451.95,88722.69,,,Baja California,Tijuana,zona-rio-aguacaliente,organic,0,18,false,0.6489,2025-01-01T00:00:00.000000
536,broker,large,retail,Industrial,rent,282.7,32467.49,48500.65,,,CDMX,Miguel Hidalgo,polanco,referral,0,5,false,0.2671,2025-02-09T00:00:00.000000
537,tenant_direct,medium,logistics,Office,sale,244.7,,,13152604.18,16424020.99,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,0,6,false,0.8035,2025-04-07T00:00:00.000000
538,broker,large,financial,Industrial,rent,927.3,114821.73,168968.08,,,CDMX,Benito Juárez,del-valle-narvarte,referral,2,7,false,0.3235,2025-10-31T00:00:00.000000
539,broker,medium,manufacturing,Retail,sale,90.1,,,3679670.85,5500365.15,Querétaro,Querétaro,centro-queretaro,referral,9,49,false,0.043,2025-04-18T00:00:00.000000
540,investor,small,other,Land,rent,1372.0,59693.03,69380.23,,,Chihuahua,Chihuahua,centro-chihuahua,email,2,0,false,0.7938,2025-04-28T00:00:00.000000
541,developer,enterprise,other,Office,rent,1100.5,334717.48,373750.45,,,Puebla,Puebla,angelopolis-lomas,organic,0,0,false,0.8339,2025-12-18T00:00:00.000000
542,tenant_direct,medium,manufacturing,Office,rent,262.4,67450.38,88724.92,,,Nuevo León,San Pedro Garza García,,social,41,0,false,0.8305,2025-07-19T00:00:00.000000
543,investor,medium,technology,Industrial,both,804.0,,103818.24,15723292.3,23207112.84,Yucatán,Mérida,paseo-montejo,organic,0,0,false,0.4169,2025-03-28T00:00:00.000000
544,developer,medium,financial,Office,sale,427.8,,,22105162.23,26522477.22,Querétaro,Querétaro,juriquilla-juncos,organic,1,2,false,0.8508,2026-06-12T00:00:00.000000
545,broker,,retail,Retail,rent,1248.7,279706.31,308536.39,,,Nuevo León,Monterrey,macroplaza,organic,54,2,false,0.2283,2025-08-06T00:00:00.000000
546,tenant_direct,medium,healthcare,Industrial,rent,762.0,87599.64,114894.24,,,Guanajuato,León,centro-leon,paid,0,14,true,0.3128,2025-10-17T00:00:00.000000
547,tenant_direct,enterprise,manufacturing,Retail,sale,1825.8,,,87488363.67,116887145.0,Querétaro,Querétaro,centro-queretaro,referral,0,0,false,0.5023,2025-12-15T00:00:00.000000
548,broker,,retail,Office,rent,130.1,33480.85,46550.6,,,Puebla,Puebla,angelopolis-lomas,social,8,6,false,0.6415,2025-02-03T00:00:00.000000
549,investor,large,manufacturing,Retail,sale,446.7,,,19154221.57,24103280.38,Baja California,Tijuana,zona-rio-aguacaliente,organic,8,3,false,0.1718,2025-05-13T00:00:00.000000
550,tenant_direct,medium,manufacturing,Retail,both,116.1,26439.69,29805.4,4759144.34,5845684.72,Nuevo León,Monterrey,macroplaza,paid,0,3,false,0.0672,2026-03-20T00:00:00.000000
551,tenant_direct,medium,other,Retail,rent,271.1,62586.48,74981.81,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,0,0,false,0.2425,2025-04-03T00:00:00.000000
552,broker,small,retail,Office,sale,1899.9,,,92644087.79,129285049.37,Querétaro,Querétaro,centro-queretaro,organic,0,14,true,0.5079,2025-05-01T00:00:00.000000
553,broker,medium,other,Retail,sale,542.7,,,22038172.25,28924873.05,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,0,0,false,0.2485,2026-04-30T00:00:00.000000
554,investor,small,technology,Retail,sale,780.3,,,35931444.7,45976962.82,Nuevo León,Monterrey,,organic,1,3,false,0.785,2025-04-23T00:00:00.000000
555,broker,large,financial,Retail,rent,560.4,144994.83,213732.24,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,0,5,false,0.2748,2025-04-30T00:00:00.000000
556,broker,enterprise,other,Retail,sale,536.0,,,23382940.14,30317460.46,Guanajuato,León,centro-leon,paid,7,9,false,0.6414,2026-06-24T00:00:00.000000
557,broker,medium,retail,Land,rent,270.4,11895.31,13111.38,,,CDMX,Cuauhtémoc,roma-condesa,paid,2,5,false,0.2639,2026-05-03T00:00:00.000000
558,tenant_direct,medium,technology,Industrial,sale,237.2,,,4657811.45,5244975.02,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,33,0,false,0.1829,2025-07-07T00:00:00.000000
559,tenant_direct,large,healthcare,Industrial,sale,265.3,,,5740794.53,8387550.5,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,0,0,false,0.3005,2026-06-02T00:00:00.000000
560,tenant_direct,small,healthcare,Land,rent,57.2,2476.59,2777.45,,,Estado de México,Toluca,metepec-toluca,organic,1,49,true,0.2267,2025-12-28T00:00:00.000000
561,broker,enterprise,retail,Industrial,both,368.5,45562.06,63719.56,8201171.1,10691751.77,Estado de México,Toluca,metepec-toluca,referral,3,4,false,0.9836,2026-05-22T00:00:00.000000
562,broker,medium,manufacturing,Land,both,462.2,20728.85,26161.54,3731193.87,4687836.95,Puebla,Puebla,angelopolis-lomas,organic,2,0,false,0.2956,2025-05-13T00:00:00.000000
563,investor,small,healthcare,Retail,sale,252.6,,,11172696.89,14668784.56,Guanajuato,León,centro-leon,referral,0,0,false,0.8889,2025-09-21T00:00:00.000000
564,tenant_direct,small,technology,Land,both,356.1,15884.29,22115.83,2859171.78,3397070.6,Querétaro,Querétaro,juriquilla-juncos,referral,2,5,false,0.5304,2025-05-28T00:00:00.000000
565,tenant_direct,enterprise,logistics,Retail,both,564.8,121962.64,149771.59,21953275.58,28515716.97,Querétaro,Querétaro,,referral,3,0,false,0.05,2026-01-29T00:00:00.000000
566,tenant_direct,small,retail,Retail,rent,727.5,154630.72,220224.49,,,Jalisco,Zapopan,andares-puerta-hierro,paid,3,8,false,0.0269,2026-02-04T00:00:00.000000
567,investor,large,technology,Retail,sale,168.1,,,7003004.71,8526829.45,Sonora,Hermosillo,centenario-colosio,organic,3,0,false,0.3848,2025-05-15T00:00:00.000000
568,broker,small,healthcare,Office,sale,223.2,,,12211526.93,14469163.49,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,0,1,false,1.0,2026-03-18T00:00:00.000000
569,tenant_direct,small,retail,Office,sale,663.1,,,29662509.94,42835185.21,Yucatán,Mérida,paseo-montejo,organic,2,1,false,0.6878,2025-02-05T00:00:00.000000
570,tenant_direct,enterprise,other,Industrial,both,590.8,66509.59,77530.31,11971725.55,17240122.45,Jalisco,Guadalajara,americana-chapultepec,organic,36,3,false,0.7511,2025-04-30T00:00:00.000000
571,broker,small,manufacturing,Office,rent,1005.1,315551.1,417140.71,,,San Luis Potosí,San Luis Potosí,lomas-carranza,social,54,2,true,0.4645,2025-10-10T00:00:00.000000
572,investor,small,manufacturing,Land,rent,976.2,40424.12,54830.93,,,Baja California,Tijuana,zona-rio-aguacaliente,organic,3,1,true,0.3568,2025-06-13T00:00:00.000000
573,tenant_direct,medium,retail,Office,rent,2134.0,581552.14,670590.24,,,CDMX,Benito Juárez,del-valle-narvarte,organic,0,0,false,0.6919,2025-02-25T00:00:00.000000
574,investor,enterprise,retail,Retail,sale,317.8,,,,18053454.1,Jalisco,Zapopan,andares-puerta-hierro,email,1,14,false,0.6698,2025-11-27T00:00:00.000000
575,investor,medium,healthcare,Office,rent,1185.0,352986.21,423907.7,,,Jalisco,Guadalajara,americana-chapultepec,referral,26,1,false,0.0946,2026-03-02T00:00:00.000000
576,tenant_direct,small,logistics,Office,rent,204.4,63323.11,88742.98,,,Yucatán,Mérida,paseo-montejo,organic,0,0,false,0.5961,2026-02-24T00:00:00.000000
577,investor,enterprise,financial,Land,rent,2103.0,89198.63,118385.22,,,Querétaro,Querétaro,centro-queretaro,social,2,18,false,0.5721,2025-10-04T00:00:00.000000
578,tenant_direct,,retail,Industrial,sale,537.6,,,10498110.69,14588224.79,Jalisco,Zapopan,andares-puerta-hierro,paid,6,0,false,0.4147,2025-09-20T00:00:00.000000
579,investor,enterprise,retail,Retail,rent,571.6,138283.43,193183.68,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,email,3,7,false,0.2655,2025-02-04T00:00:00.000000
580,broker,large,technology,Office,rent,783.3,213993.89,298035.54,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,email,4,15,false,0.8968,2026-04-24T00:00:00.000000
581,tenant_direct,large,financial,Industrial,rent,150.5,,23546.92,,,Puebla,Puebla,angelopolis-lomas,paid,3,0,false,0.3197,2026-01-28T00:00:00.000000
582,tenant_direct,medium,retail,Industrial,rent,183.3,23443.36,26027.93,,,Querétaro,Querétaro,centro-queretaro,organic,0,0,false,0.216,2025-07-11T00:00:00.000000
583,broker,medium,manufacturing,Retail,rent,5972.9,109320.21,131109.5,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,2,0,false,0.8226,2025-09-23T00:00:00.000000
584,tenant_direct,large,manufacturing,Industrial,rent,497.9,,84945.49,,,Guanajuato,León,centro-leon,organic,3,0,false,1.0,2025-10-21T00:00:00.000000
585,investor,large,retail,Retail,sale,1689.2,,,64305980.85,90819434.73,Chihuahua,Chihuahua,centro-chihuahua,paid,1,5,false,0.1995,2025-09-10T00:00:00.000000
